2025-01-10T00:02:12.083+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .m.MongodbAssignmentEvaluatorApplication : Starting MongodbAssignmentEvaluatorApplication using Java 21.0.5 with PID 19888 (C:\Users\Denis\Desktop\3year2024-25\bakalarka\mongodb_assignment_evaluator\target\classes started by Denis in C:\Users\Denis\Desktop\3year2024-25\bakalarka\mongodb_assignment_evaluator)
2025-01-10T00:02:12.086+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .m.MongodbAssignmentEvaluatorApplication : No active profile set, falling back to 1 default profile: "default"
2025-01-10T00:02:13.310+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode
2025-01-10T00:02:13.314+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-01-10T00:02:13.580+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 254 ms. Found 5 JPA repository interfaces.
2025-01-10T16:18:34.464+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.insertOne({ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T08:15:30Z"), "userId": "1", "deviceId": "device_100", "action": "adjust_temperature", "details": { "previous_temperature": 22, "new_temperature": 24, "unit": "Celsius", "method": "mobile_app" }});'
2025-01-10T16:18:34.464+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.insertOne({ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T08:17:30Z"), "userId": "3", "deviceId": "device_100", "action": "adjust_temperature", "details": { "previous_temperature": 24, "new_temperature": 20, "unit": "Celsius", "method": "mobile_app" }});'
2025-01-10T16:18:34.464+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.insertOne({ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T08:19:30Z"), "userId": "3", "deviceId": "device_100", "action": "adjust_temperature", "details": { "previous_temperature": 20, "new_temperature": 28, "unit": "Celsius", "method": "mobile_app" }});'
2025-01-10T16:18:34.464+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.insertOne({ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T08:21:15Z"), "userId": "3", "deviceId": "device_100", "action": "adjust_temperature", "details": { "previous_temperature": 28, "new_temperature": 30, "unit": "Celsius", "method": "mobile_app" }});'
2025-01-10T16:18:34.464+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.insertOne({ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T08:25:30Z"), "userId": "3", "deviceId": "device_100", "action": "adjust_temperature", "details": { "previous_temperature": 30, "new_temperature": 10, "unit": "Celsius", "method": "mobile_app" }});'
2025-01-10T16:18:34.464+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.insertOne({ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T08:27:30Z"), "userId": "4", "deviceId": "device_100", "action": "adjust_temperature", "details": { "previous_temperature": 10, "new_temperature": 20, "unit": "Celsius", "method": "mobile_app" }});'
2025-01-10T16:18:34.464+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.insertOne({ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T08:29:45Z"), "userId": "4", "deviceId": "device_100", "action": "adjust_temperature", "details": { "previous_temperature": 20, "new_temperature": 22, "unit": "Celsius", "method": "mobile_app" }});'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.insertOne({ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T08:30:30Z"), "userId": "5", "deviceId": "device_100", "action": "adjust_temperature", "details": { "previous_temperature": 22, "new_temperature": 23, "unit": "Celsius", "method": "mobile_app" }});'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.insertOne({ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T09:00:00Z"), "userId": "4", "deviceId": "device_200", "action": "unlock", "details": { "location": "Main Entrance", "method": "keycard", "authentication_result": "success" }});'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.insertMany([{ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T10:45:00Z"), "userId": "2", "deviceId": "device_300", "action": "view_feed", "details": { "location": "Parking Lot", "duration_seconds": 300, "access_level": "user" } }{ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T11:30:00Z"), "userId": "3", "deviceId": "device_400", "action": "set_schedule", "details": { "schedule": [ { "day": "Monday", "on_time": "18:00", "off_time": "23:00" }, { "day": "Tuesday", "on_time": "18:00", "off_time": "23:00" } ], "timezone": "UTC+1", "method": "web_app" } }{ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T11:30:00Z"), "userId": "3", "deviceId": "device_400", "action": "set_schedule", "details": { "schedule": [ { "day": "Sunday", "on_time": "18:00", "off_time": "23:00" }, { "day": "Tuesday", "on_time": "18:00", "off_time": "23:00" } ], "timezone": "UTC+1", "method": "web_app" } }{ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T11:30:00Z"), "userId": "3", "deviceId": "device_400", "action": "set_schedule", "details": { "schedule": [ { "day": "Saturday", "on_time": "18:00", "off_time": "23:00" }, { "day": "Sunday", "on_time": "18:00", "off_time": "23:00" } ], "timezone": "UTC+1", "method": "web_app" } }{ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T12:00:00Z"), "userId": "3", "deviceId": "device_500", "action": "turn_on", "details": { "location": "Conference Room", "previous_state": "off", "method": "voice_command", "voice_assistant": "Alexa" } }{ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T12:45:00Z"), "userId": "3", "deviceId": "device_600", "action": "lock", "details": { "location": "Server Room", "method": "manual_override", "authentication_result": "n/a" } }{ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T13:15:00Z"), "userId": "3", "deviceId": "device_700", "action": "adjust_lighting", "details": { "previous_brightness": 70, "new_brightness": 85, "color": "warm_white", "method": "mobile_app" } }{ "_id": ObjectId(), "timestamp": ISODate("2024-10-10T05:00:00Z"), "userId": "8", "deviceId": "device_800", "action": "set_alarm", "details": { "alarm_time": "07:00", "recurring": true, "days": ["Monday", "Tuesday", "Wednesday", "Thursday", "Friday"], "method": "smart_watch" } }{ "_id": ObjectId(), "timestamp": ISODate("2024-10-08T14:30:00Z"), "userId": "9", "deviceId": "device_900", "action": "configure_device", "details": { "configuration": { "mode": "eco", "sensitivity": "medium" }, "method": "web_portal" } }{ "_id": ObjectId(), "timestamp": ISODate("2024-10-09T15:00:00Z"), "userId": "10", "deviceId": "device_1000", "action": "reset_device", "details": { "reason": "factory_reset", "method": "hardware_button", "confirmation": true } }]);'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.replaceOne({ "userId": "1" },{ "userId": "1", "createdAt": ISODate("2023-07-08T08:15:30Z"), "roles": ["administrator"], "premium": false, "locationSubscriptions": [1, 4], "adPersonalization": false, "preferences": { "language": "en", "notificationSettings": { "email": true, "sms": true, "push": true } }, "profileSettings": { "theme": "dark", "layout": "grid", } },{ upsert: true });'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.updateOne({"userId": "2"},{ $set: {"profileBannerColor": "blue"} });'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.updateOne({"userId": "8"},{ $set: {"favoriteDevices": ["device_15", "device_30"]} });'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.updateOne({"userId": "8"},{ $unset: {"favoriteDevices": ""} });'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.updateMany({"premium": true},{ $mul: {"maxDevices": 1.5} });'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.updateOne({"userId": "7"},{ $set: {"preferences.notificationSettings.sms": false} });'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.updateOne({"userId": "3"},{ $addToSet: {"favoriteDevices": "device_444"} });'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.updateOne({"userId": "3"},{ $pull: {"favoriteDevices": "device_444"} });'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.find({ $and: [ {userId: "3"}, {timestamp: {$gte: ISODate("2024-06-30T00:00:00Z")}} ], },{ userId: 0 }).forEach(printjson);'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.find({ "details.schedule": {$elemMatch: {$or: [{"day": "Saturday"}, {"day": "Sunday"}]}}}).forEach(printjson);'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.find({ $and: [ {deviceId: "device_100"}, {timestamp: {$gte: ISODate("2024-06-30T00:00:00Z")}} ] },{userId: true, timestamp: true, _id: false}).forEach(printjson);'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.find({ $and: [ { deviceId: "device_100" }, { $expr: { $gt: ["$details.previous_temperature", "$details.new_temperature"] } } ] },{ deviceId: 0 }).sort({ timestamp: -1 }).forEach(printjson);'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.find({roles: {$eq: ["administrator"]}}).forEach(printjson);'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.aggregate([{ $match: { deviceId: "device_100" } }{ $lookup: { from: "users", localField: "userId", foreignField: "userId", as: "userDetails" } }{ $project: { timestamp: 1, action: 1, userId: 1, "userDetails.roles": 1 } }]).forEach(printjson);'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.aggregate([{ $match: {deviceId: "device_100"} }{ $group: {_id: "$userId", count: {$count: {}}} }{ $sort: {count: -1} }{ $project: { _id: 0, "user ID": "$_id" } }{ $limit: 1 }]).forEach(printjson);'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.aggregate([{ $match: {action: "adjust_temperature"} }{ $group: {_id: "$userId", avg_temp: {$avg: "$details.new_temperature"}} }]).forEach(printjson);'
2025-01-10T16:18:34.465+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.aggregate([{ $group: {_id: "$deviceId", latest_activity_at: {$max: "$timestamp"}} }{ $sort: {latest_activity_at: 1} }]).forEach(printjson);'
2025-01-10T16:18:34.466+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.aggregate([{ $group: { _id: "$preferences.language", userCount: { $sum: 1 } } }{ $sort: { userCount: -1 } }{ $skip: 1 }{ $limit: 1 }{ $project: { _id: 0, language: "$_id", userCount: 1 } }]).forEach(printjson);'
2025-01-10T16:18:34.466+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.aggregate([{ $unwind: "$roles" }{ $sort: { roles: 1, createdAt: 1 } }{ $group: { _id: "$roles", firstUserId: { $first: "$userId" }, firstUserCreatedAt: { $first: "$createdAt" } } }{ $project: { _id: 0, role: "$_id", firstUserId: 1, firstUserCreatedAt: 1 } }]).forEach(printjson);'
2025-01-10T16:18:34.466+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Script of moravp15 has been evaluated
2025-01-10T16:18:34.468+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully generated output for moravp15
2025-01-10T16:18:34.469+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully read the script of neprater
2025-01-10T16:18:34.512+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Successfully parsed the script of neprater
2025-01-10T16:18:34.517+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Script of neprater has been evaluated
2025-01-10T16:18:34.520+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully generated output for neprater
2025-01-10T16:18:34.521+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully read the script of ovsyaver
2025-01-10T16:18:34.538+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Successfully parsed the script of ovsyaver
2025-01-10T16:18:34.539+01:00 ERROR 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.t.checker.bson.QueryMatcher  : Unsupported selector: $expr
2025-01-10T16:18:34.539+01:00 ERROR 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.t.checker.bson.QueryMatcher  : Unsupported selector: $expr
2025-01-10T16:18:34.540+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Script of ovsyaver has been evaluated
2025-01-10T16:18:34.542+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully generated output for ovsyaver
2025-01-10T16:18:34.543+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully read the script of pejsomic
2025-01-10T16:18:34.550+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : JSON reader was expecting a value but found 'signal1'.
2025-01-10T16:18:34.550+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : JSON reader was expecting a value but found 'signal2'.
2025-01-10T16:18:34.562+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Successfully parsed the script of pejsomic
2025-01-10T16:18:34.563+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.insertOne({ type: "Light Signal", name: "1L", location: { station: "Tabor", track: 2 }, operational: true, colorState: "red", uniqueAddress: 0, permittedSpeed: 0 });'
2025-01-10T16:18:34.563+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.insertMany([{ type: "Light Signal", name: "2L", location: { station: "Tabor", track: 3 }, operational: true, colorState: "green", uniqueAddress: 1, permittedSpeed: 80 }{ type: "Railway Crossing", name: "RC1", location: { city: "Tabor", street: "Rokycanova" }, operational: true, barrierState: "closed", uniqueAddress: 2, warningLights: "flashing", sensors: { trainDetected: true } }{ type: "Railway Crossing", name: "RC2", location: { city: "Malsice" }, operational: true, barrierState: "open", uniqueAddress: 3, warningLights: "off", sensors: { trainDetected: false } }{ type: "Shunting Light Signal", name: "SH1", location: { station: "Tabor", yard: "East" }, operational: true, colorState: ["red", "white", "red", "white", "red"], uniqueAddress: 4, permittedSpeed: 20, }{ type: "Light Signal", name: "3L", location: { station: "Bechyne", track: 1 }, operational: true, colorState: "orange", uniqueAddress: 5, permittedSpeed: 60 }{ type: "Railway Crossing", name: "RC3", location: { city: "Bechyne", street: "Nadrazni" }, operational: true, barrierState: "open", uniqueAddress: 6, warningLights: "flashing", sensors: { trainDetected: true } }{ type: "Railway Crossing", name: "RC4", location: { city: "Bechyne", street: "Nadrazni" }, operational: true, barrierState: "closed", uniqueAddress: 7, warningLights: "flashing", sensors: { trainDetected: true } }{ type: "Light Signal", name: "SH2", location: { station: "Bechyne", track: 2 }, operational: false, colorState: "off", uniqueAddress: 8, permittedSpeed: 0 }{ type: "Light Signal", name: "4L", location: { station: "Tabor", track: 5 }, operational: true, colorState: "green", uniqueAddress: 9, permittedSpeed: 100 }]);'
2025-01-10T16:18:34.563+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.insertMany([{ type: "Light Signal", name: "1L", location: { station: "Tabor", track: 2 }, operational: true, colorState: "red", uniqueAddress: 0, permittedSpeed: 0, nextSignalId: null }{ type: "Light Signal", name: "2L", location: { station: "Tabor", track: 3 }, operational: true, colorState: "green", uniqueAddress: 1, permittedSpeed: 80, nextSignalId: null }{ type: "Light Signal", name: "3L", location: { station: "Bechyne", track: 1 }, operational: true, colorState: "orange", uniqueAddress: 5, permittedSpeed: 60, nextSignalId: null }]);'
2025-01-10T16:18:34.563+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.findOne({ name: "1L" });'
2025-01-10T16:18:34.563+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.findOne({ name: "2L" });'
2025-01-10T16:18:34.563+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.findOne({ name: "3L" });'
2025-01-10T16:18:34.564+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.find({ $or: [ { "location.station": "Tabor" }, { colorState: ["red", "white"] } ] }).forEach(printjson);'
2025-01-10T16:18:34.564+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.find({ $or: [ { "location.station": { $exists: true } }, { permittedSpeed: 0 } ] }).forEach(printjson);'
2025-01-10T16:18:34.564+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.find({ warningLights: "flashing" }).forEach(printjson);'
2025-01-10T16:18:34.564+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.find({ $and: [ { type: "Light Signal" }, { permittedSpeed: { $gt: 50 } } ] }).forEach(printjson);'
2025-01-10T16:18:34.564+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.find({ $and: [ { "location.station": "Tabor" }, { operational: true } ] }).forEach(printjson);'
2025-01-10T16:18:34.564+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.aggregate([{ $match: { "location.station": "Tabor", type: "Light Signal" } }{ $sort: { "location.track": 1 } }{ $limit: 1 }]).forEach(printjson);'
2025-01-10T16:18:34.564+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.aggregate([{ $match: { "location.station": "Tabor" } }{ $count: "totalAppliancesInTabor" }]).forEach(printjson);'
2025-01-10T16:18:34.564+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.aggregate([{ $match: { operational: false } }{ $count: "nonOperationalAppliances" }]).forEach(printjson);'
2025-01-10T16:18:34.564+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.aggregate([{ $match: { "location.city": "Bechyne", type: "Railway Crossing" } }{ $count: "railwayCrossingsInBechyne" }]).forEach(printjson);'
2025-01-10T16:18:34.565+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Script of pejsomic has been evaluated
2025-01-10T16:18:34.567+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully generated output for pejsomic
2025-01-10T16:18:34.568+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully read the script of pelikon1
2025-01-10T16:18:34.580+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Successfully parsed the script of pelikon1
2025-01-10T16:18:34.582+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Script of pelikon1 has been evaluated
2025-01-10T16:18:34.584+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully generated output for pelikon1
2025-01-10T16:18:34.585+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully read the script of perevyul
2025-01-10T16:18:34.624+01:00  INFO 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Successfully parsed the script of perevyul
2025-01-10T16:18:34.624+01:00  WARN 19548 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'reviews' doesn't exist. Query='db.reviews.insertOne({ _id: "r001", userId: "u001", bookingId: "b001", roomId: "209", positives: "The room was spacious and had a nice view of the city.", negative: "The air conditioner was not working properly.", ratings: [ { aspect: "Cleanliness", score: 4.5 }, { aspect: "Comfort", score: 4.2 }, { aspect: "Amenities", score: 3.8 }, { aspect: "Location", score: 4.0 } ], overallScore: 4.1, tags: ["city-view", "budget-friendly"], createdOn: ISODate("2024-11-20T10:00:00Z")});'
